Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SMIN,iShares MSCI India Small-Cap ETF,Equity,"$303,291,440.00 ",5.11%,"51,063",$37.78 ,0.61%,No,No,3.92%,6.32%,2.28%,14.62%,18.47%,$0.00 ,$0.00 ,"($3,576,616.00)","$47,972,053.00 ","$251,824,263.00 ","$306,400,281.00 ",Asia Pacific Equities,2012-02-08,0.76%,N/A,$0.63 ,2019-12-16,$0.41 ,1.67%,17.03,0.42,251,15.71%,35%,15%,1099,$34.53 ,$37.65 ,$37.70 ,$37.88 ,66.43,B,B,C+,C+,B+,C,A-,N/A,N/A,N/A,N/A,N/A,N/A
RING,iShares MSCI Global Gold Miners ETF,Equity,"$302,478,334.00 ",-1.83%,"209,891",$23.63 ,2.16%,No,No,1.59%,5.21%,50.50%,29.21%,51.21%,$0.00 ,$0.00 ,"$9,611,124.00 ","$41,885,480.50 ","$120,980,796.50 ","$249,986,208.00 ",Materials,2012-01-31,0.39%,Fidelity,$0.20 ,2019-12-16,$0.05 ,0.86%,40.49,-0.16,39,71.14%,35%,15%,1099,$22.03 ,$24.64 ,$23.31 ,$23.81 ,55.99,B,A-,A,C,C+,B-,B+,5.96,41.67%,62.83%,547.7,8.09%,0.00%
FNDB,Schwab Fundamental U.S. Broad Market Index ETF,Equity,"$302,004,038.00 ",0.85%,"18,009",$42.50 ,0.00%,No,No,0.71%,1.67%,23.80%,38.32%,61.84%,$0.00 ,$0.00 ,"($2,135,848.50)","($9,970,604.00)","($12,231,547.46)","$11,801,433.54 ",Large Cap Blend Equities,2013-08-15,0.25%,Charles Schwab,$0.94 ,2019-12-12,$0.31 ,2.21%,16.73,1.02,1532,20.51%,35%,15%,1099,$41.78 ,$42.57 ,$42.39 ,$42.62 ,67.23,A,B+,B+,B,A,A,A,5.22,29.89%,43.36%,203.13,9.56%,4.30%
TZA,Direxion Daily Small Cap Bear 3X Shares,Equity,"$301,043,142.00 ",-2.65%,"2,343,313",$34.20 ,-1.30%,Yes,3x,-3.36%,-3.64%,-43.22%,-63.57%,-86.34%,"($7,152,636.50)","$5,297,521.50 ","($92,231.50)","$170,116,622.92 ","$168,710,478.42 ","$508,154,270.45 ",Leveraged Equities,2008-11-05,1.11%,N/A,$0.44 ,2019-12-23,$0.09 ,1.28%,0,-3.4,1990,2.82%,35%,15%,1099,$34.33 ,$36.15 ,$33.71 ,$34.81 ,34.21,B+,A,B,A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATMP,Barclays ETN+ Select MLP ETN,Equity,"$300,428,919.00 ",2.42%,"265,595",$18.23 ,0.22%,No,No,1.00%,3.82%,-1.95%,-12.42%,-17.93%,"($589,930.62)","($2,413,626.86)","($7,329,616.62)","($28,755,673.24)","($14,585,828.27)","$131,620,799.15 ",MLPs,2013-03-12,0.95%,N/A,$0.93 ,2019-08-27,$0.33 ,5.10%,0,0.96,22,60.09%,35%,15%,1099,$17.39 ,$18.32 ,$18.10 ,$18.30 ,62.63,N/A,B+,C+,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SVXY,ProShares Short VIX Short-Term Futures,Volatility,"$297,995,097.00 ",5.20%,"1,684,405",$68.62 ,0.22%,Yes,0.5x,3.84%,5.31%,45.91%,-67.99%,-36.58%,$0.00 ,$0.00 ,"$19,668,843.00 ","($211,886,119.50)","$2,293,196,569.88 ","$1,479,067,306.36 ",Leveraged Volatility,2011-10-03,1.38%,N/A,$0.00 ,N/A,N/A,0.00%,0,3.61,1,100.00%,23%,23%,K-1,$63.56 ,$68.49 ,$68.39 ,$68.88 ,66.66,A-,A-,B,A,B-,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A
POCT,Innovator S&P 500 Power Buffer ETF,Volatility,"$295,046,000.00 ",0.79%,"62,103",$25.40 ,0.12%,No,No,0.48%,1.13%,8.22%,N/A,N/A,"($5,073,680.00)","($3,175,497.50)","($8,225,802.50)","$251,665,712.50 ","$281,329,707.50 ","$281,329,707.50 ",N/A,2018-10-01,0.79%,N/A,$0.00 ,N/A,N/A,0.00%,20.84,0.49,505,23.20%,39%,20%,1099,$25.10 ,$25.41 ,$25.38 ,$25.42 ,61.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VTWV,Vanguard Russell 2000 Value ETF,Equity,"$292,241,250.00 ",-0.70%,"9,869",$111.33 ,0.07%,No,No,0.23%,-0.48%,13.79%,13.86%,42.74%,$0.00 ,$0.00 ,$0.00 ,"$22,345,500.00 ","$103,039,256.50 ","$170,540,506.50 ",Small Cap Value Equities,2010-09-22,0.15%,Vanguard,$2.04 ,2019-12-16,$0.75 ,1.83%,14.6,1.09,1387,4.93%,35%,15%,1099,$110.43 ,$112.66 ,$110.95 ,$111.70 ,58.14,A,C+,A,B,A-,A,A+,3.22,7.27%,9.01%,221.88,3.28%,4.28%
DEF,Invesco Defensive Equity ETF,Equity,"$289,166,073.00 ",1.76%,"19,789",$56.70 ,0.44%,No,No,1.41%,2.12%,25.91%,50.25%,63.39%,$0.00 ,$0.00 ,"$5,049,904.00 ","$47,394,660.50 ","$47,307,436.50 ","$4,772,190.00 ",Large Cap Growth Equities,2006-12-15,0.55%,Charles Schwab,$0.65 ,2019-12-23,$0.65 ,1.15%,20.96,0.75,101,10.75%,35%,15%,1099,$55.21 ,$56.55 ,$56.48 ,$56.89 ,66.81,B-,B,C+,C+,B,A-,B-,6.1,0.00%,67.15%,223.33,9.84%,4.92%
VIXY,ProShares VIX Short-Term Futures ETF,Volatility,"$287,001,590.00 ",-9.98%,"2,507,739",$11.19 ,-0.44%,No,No,-7.60%,-10.69%,-63.90%,-84.37%,-97.60%,"$35,931,817.00 ","$24,718,979.00 ","$47,178,697.50 ","$344,933,762.50 ","$337,719,982.87 ","$628,093,401.41 ",Volatility,2011-01-03,0.87%,N/A,$0.00 ,N/A,N/A,0.00%,0,-4.2,1,100.00%,23%,23%,K-1,$11.23 ,$13.11 ,$11.10 ,$11.27 ,32.61,A,A-,A,B,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NXTG,First Trust Indxx NextG ETF,Equity,"$284,407,005.00 ",1.82%,"33,666",$55.91 ,-0.36%,No,No,1.10%,2.35%,28.31%,37.45%,57.48%,"$8,255,854.00 ","$2,755,622.00 ","$10,994,244.00 ","$230,305,430.00 ","$230,305,430.00 ","$230,305,430.00 ",Large Cap Blend Equities,2011-02-17,0.70%,N/A,$0.42 ,2019-12-13,$0.24 ,0.75%,22.35,1.03,100,15.86%,39%,20%,1099,$54.21 ,$56.15 ,$55.67 ,$56.27 ,66.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.24,66.67%,43.86%,76.71,1.64%,4.57%
IQIN,IQ 500 International ETF,Equity,"$284,351,284.00 ",0.07%,"113,833",$28.53 ,-0.14%,No,No,0.03%,0.21%,13.02%,N/A,N/A,$0.00 ,$0.00 ,"$59,872,155.00 ","$248,160,388.00 ","$266,687,146.02 ","$266,687,146.02 ",Foreign Large Cap Equities,2018-12-13,0.25%,N/A,$0.67 ,2019-12-30,$0.14 ,2.37%,12.3,1.16,499,10.96%,39%,20%,1099,$28.37 ,$28.65 ,$28.48 ,$28.56 ,56.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.61,35.41%,78.53%,225.72,14.81%,5.02%
CLRG,IQ Chaikin U.S. Large Cap ETF,Equity,"$283,800,648.00 ",0.81%,"64,327",$27.23 ,0.18%,No,No,0.74%,1.38%,24.02%,N/A,N/A,$0.00 ,$0.00 ,"$54,166,545.50 ","($145,742,505.50)","$297,685,100.40 ","$297,685,100.40 ",Large Cap Blend Equities,2017-12-13,0.25%,N/A,$0.57 ,2019-12-30,$0.16 ,2.11%,13.2,1.12,66,18.41%,39%,20%,1099,$26.79 ,$27.26 ,N/A,N/A,62.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29,33.05%,44.71%,109.37,8.81%,5.48%
UCO,ProShares Ultra Bloomberg Crude Oil,Commodity,"$277,725,409.00 ",-9.75%,"2,294,967",$18.47 ,-1.60%,No,2x,-7.44%,-8.72%,8.43%,-16.45%,-77.73%,"($4,676,589.00)","$22,309,558.50 ","($22,276,837.50)","($290,058,510.50)","($821,079,651.87)","($335,210,388.76)",Leveraged Commodities,2008-11-24,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,2.36,1,100.00%,23%,23%,K-1,$18.35 ,$22.02 ,$18.19 ,$18.68 ,44.14,A,A,B,A-,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOOD,iShares Global Timber & Forestry ETF,Equity,"$277,174,128.00 ",-1.82%,"42,503",$65.78 ,-0.66%,No,No,-0.51%,-0.99%,8.12%,27.04%,36.05%,"$3,994,658.40 ",$0.00 ,"$3,994,658.40 ","($49,166,562.60)","$21,328,278.00 ","($42,389,573.40)",Materials,2008-06-24,0.46%,N/A,$1.24 ,2019-12-16,$0.12 ,1.86%,13.53,1.24,26,59.38%,35%,15%,1099,$65.67 ,$67.30 ,$65.63 ,$66.00 ,51.53,A-,B,A-,A,A+,C,B,6.12,69.57%,67.59%,398.46,0.00%,1.98%
ERX,Direxion Daily Energy Bull 3X Shares,Equity,"$276,249,210.00 ",-3.37%,"1,694,848",$16.91 ,-2.08%,No,3x,-1.57%,1.50%,-10.00%,-54.10%,-63.57%,"($13,196,514.00)","($7,827,397.50)","($29,712,386.00)","($99,326,989.50)","($92,186,519.50)","($51,907,295.41)",Leveraged Equities,2008-11-06,1.09%,N/A,$0.27 ,2019-12-23,$0.07 ,1.58%,15.77,3.6,29,76.43%,35%,15%,1099,$16.48 ,$18.22 ,$16.70 ,$17.15 ,51.97,C+,A,C,C,C,N/A,N/A,5.56,54.84%,51.18%,430.15,0.00%,0.10%
HUSV,First Trust Horizon Managed Volatility Domestic ETF,Equity,"$274,673,546.00 ",1.19%,"47,041",$28.15 ,0.57%,No,No,1.55%,1.88%,25.64%,45.53%,N/A,"$1,387,189.50 ","$1,387,189.50 ","$5,544,612.50 ","$73,757,403.00 ","$192,105,075.50 ","$245,064,322.00 ",Volatility Hedged Equity,2016-08-24,0.70%,N/A,$0.38 ,2019-12-13,$0.12 ,1.35%,23.06,0.62,101,13.36%,39%,20%,1099,$27.56 ,$28.06 ,$28.02 ,$28.25 ,63.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.05,80.61%,65.82%,524.55,11.03%,4.44%
RYF,Invesco S&P 500® Equal Weight Financials ETF,Equity,"$273,921,979.00 ",-0.13%,"23,178",$46.81 ,-0.45%,No,No,0.00%,-0.31%,24.27%,32.80%,70.47%,"($2,339,351.50)","($2,339,351.50)","($2,339,351.50)","($54,393,684.00)","($131,744,328.50)","$79,728,651.00 ",Financials Equities,2006-11-07,0.40%,Charles Schwab,$0.87 ,2019-12-23,$0.20 ,1.85%,12.17,1.13,67,16.07%,35%,15%,1099,$46.62 ,$47.23 ,$46.67 ,$47.00 ,54.93,A-,B+,B+,B+,A-,B,B+,5.63,66.82%,53.14%,10.96,1.49%,0.38%
QID,ProShares UltraShort QQQ,Equity,"$272,466,872.00 ",-6.85%,"2,173,769",$21.89 ,-0.05%,Yes,2x,-2.80%,-9.90%,-47.37%,-74.25%,-86.11%,"($17,254,502.50)","($4,424,050.00)","$14,593,896.50 ","$194,400,762.00 ","$398,160,468.68 ","$605,699,933.79 ",Leveraged Equities,2006-07-13,0.95%,N/A,$0.60 ,2019-12-24,$0.10 ,2.72%,0,-2.18,103,53.07%,35%,15%,1099,$21.54 ,$24.63 ,$21.71 ,$22.05 ,27.42,B+,A,B-,B+,B+,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
EXI,iShares S&P Global Industrials ETF,Equity,"$267,519,780.00 ",1.89%,"24,584",$99.12 ,0.07%,No,No,0.67%,2.00%,23.86%,35.26%,58.49%,"($9,824,689.00)",$0.00 ,"($9,824,689.00)","$18,720,149.50 ","$20,550,549.50 ","($57,974,004.50)",Industrials Equities,2006-09-21,0.46%,N/A,$1.67 ,2019-12-16,$0.57 ,1.69%,18.21,1.06,200,23.84%,35%,15%,1099,$96.83 ,$99.24 ,N/A,N/A,62.03,B-,A-,B,B,B+,C+,A,6.72,82.83%,81.54%,143.46,27.13%,4.99%
VRAI,Virtus Real Asset Income ETF,Real Estate,"$264,418,066.00 ",0.72%,"25,138",$25.57 ,0.12%,No,No,1.12%,1.45%,N/A,N/A,N/A,"($58,597,089.00)","$1,267,140.00 ","$3,625,519.00 ","$259,961,927.50 ","$259,961,927.50 ","$259,961,927.50 ",Real Estate,2019-02-07,0.55%,N/A,$0.71 ,2019-12-20,$0.18 ,2.78%,14.48,1.05,91,11.93%,39%,20%,1099,$25.14 ,$25.67 ,$25.45 ,$25.76 ,64.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.69,2.02%,5.21%,880.89,6.75%,2.85%
DIM,WisdomTree International MidCap Dividend,Equity,"$259,666,059.00 ",-0.21%,"16,198",$65.58 ,-0.24%,No,No,-0.02%,0.17%,14.53%,25.80%,37.30%,$0.00 ,$0.00 ,"($6,555,488.00)","($3,464,878.00)","$78,423,291.00 ","$96,213,838.50 ",Foreign Large Cap Equities,2006-06-16,0.58%,E*TRADE,$2.14 ,2019-12-23,$0.39 ,3.25%,14.5,0.84,584,6.49%,35%,15%,1099,$65.19 ,$66.01 ,$65.49 ,$65.72 ,57.34,B-,B+,C+,A-,B,C+,B,6.7,63.44%,80.20%,271.38,6.06%,8.97%
ISDX,Invesco Strategic Developed ex-US ETF,Equity,"$258,684,942.00 ",0.57%,"12,217",$26.36 ,-0.08%,No,No,0.31%,0.81%,18.69%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$241,776,450.50 ","$241,776,450.50 ","$241,776,450.50 ",Foreign Large Cap Equities,2018-09-12,0.23%,N/A,$0.61 ,2019-12-23,$0.15 ,2.32%,13.36,0.84,783,13.80%,39%,20%,1099,$26.10 ,$26.42 ,$26.33 ,$26.42 ,61.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.29,20.81%,71.95%,301.69,15.58%,4.68%
DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,Equity,"$258,287,347.00 ",0.96%,"41,442",$30.59 ,-0.23%,No,No,0.49%,0.65%,17.32%,25.48%,N/A,"($3,055,249.00)","($3,055,249.00)","($10,709,039.00)","$3,068,328.00 ","($104,023,185.58)","$181,257,607.65 ",Foreign Large Cap Equities,2016-01-07,0.35%,N/A,$1.10 ,2019-12-23,$0.27 ,3.59%,13.83,0.7,697,18.28%,39%,20%,1099,$30.25 ,$30.64 ,N/A,N/A,59.26,N/A,N/A,B+,N/A,N/A,N/A,N/A,6.79,46.35%,82.54%,187.54,7.22%,3.29%
PBW,Invesco WilderHill Clean Energy ETF,Equity,"$258,057,255.00 ",8.94%,"40,161",$37.29 ,0.38%,No,No,5.55%,12.13%,61.39%,105.67%,62.85%,"$15,798,740.00 ","$5,395,528.50 ","$19,138,444.50 ","$78,332,926.00 ","($14,248,894.35)","($30,605,747.35)",Alternative Energy Equities,2005-03-03,0.70%,N/A,$0.34 ,2019-12-23,$0.02 ,0.91%,-103.6,1.23,40,30.76%,35%,15%,1099,$32.12 ,$37.13 ,$37.06 ,$37.50 ,83.26,B-,A+,C+,B+,B-,B-,A-,5.38,48.24%,47.00%,219.62,0.00%,39.02%
IBUY,Amplify Online Retail ETF,Equity,"$256,922,275.00 ",5.20%,"29,569",$54.03 ,0.09%,No,No,3.17%,6.92%,24.01%,91.92%,N/A,"($7,784,330.00)",$0.00 ,"($12,961,410.00)","($79,711,855.00)","$196,648,879.00 ","$200,796,809.00 ",All Cap Equities,2016-04-20,0.65%,N/A,$0.15 ,2019-12-30,$0.15 ,0.28%,28.44,1.38,48,30.29%,39%,20%,1099,$50.09 ,$53.72 ,$53.76 ,$54.33 ,72.69,N/A,N/A,B-,N/A,N/A,N/A,N/A,3.76,10.47%,15.30%,19.79,3.36%,0.04%
DWLD,Davis Select Worldwide ETF,Equity,"$256,743,845.00 ",3.82%,"25,008",$26.06 ,-0.08%,No,No,0.84%,4.58%,26.51%,33.00%,N/A,"$5,079,261.00 ","$2,573,821.00 ","$5,079,261.00 ","$19,997,040.50 ","$247,097,885.35 ","$248,100,583.85 ",Large Cap Blend Equities,2017-01-11,0.64%,N/A,$0.57 ,2019-12-27,$0.57 ,2.18%,11.9,1.28,35,55.84%,39%,20%,1099,$24.54 ,$26.34 ,$25.97 ,$26.16 ,70.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.84,0.68%,6.03%,89.2,14.91%,1.19%
RGI,Invesco S&P 500® Equal Weight Industrials ETF,Equity,"$256,278,927.00 ",2.22%,"14,620",$138.61 ,0.39%,No,No,1.15%,3.13%,29.50%,42.30%,71.01%,"$6,849,457.00 ","$6,849,457.00 ","$6,849,457.00 ","$41,491,093.50 ","$13,870,016.00 ","$61,823,012.50 ",Industrials Equities,2006-11-07,0.40%,Charles Schwab,$1.81 ,2019-12-23,$0.44 ,1.31%,16.65,1.2,71,15.13%,35%,15%,1099,$134.02 ,$138.71 ,$138.17 ,$139.11 ,65.74,A-,B,A-,B+,A+,B,B+,7.15,89.90%,87.78%,181.01,18.62%,3.32%
PSI,Invesco Dynamic Semiconductors ETF,Equity,"$254,778,078.00 ",2.56%,"34,059",$68.88 ,-1.15%,No,No,0.92%,4.46%,49.12%,88.80%,186.54%,"$16,966,610.00 ","$6,878,063.00 ","$30,375,086.00 ","$20,984,800.00 ","($6,257,066.00)","$67,465,236.00 ",Technology Equities,2005-06-23,0.58%,N/A,$0.35 ,2019-12-23,$0.09 ,0.50%,19.81,1.43,31,45.66%,35%,15%,1099,$65.67 ,$69.71 ,$68.40 ,$69.56 ,63.04,C,C+,B-,B-,C+,C+,C+,3.3,5.52%,10.01%,61.6,0.00%,4.10%
IAI,iShares US Broker-Dealers ETF,Equity,"$253,688,832.00 ",2.86%,"19,033",$70.46 ,0.13%,No,No,1.21%,3.09%,22.41%,44.54%,90.37%,"($3,461,204.50)",$0.00 ,"($3,461,204.50)","($6,142,459.50)","$24,085,929.50 ","($55,175,815.50)",Financials Equities,2006-05-05,0.42%,N/A,$1.04 ,2019-12-16,$0.24 ,1.48%,15.03,1.06,26,76.78%,35%,15%,1099,$67.81 ,$70.60 ,$69.89 ,$70.92 ,66.02,B+,B+,B,A+,B,B-,C+,4.64,43.95%,29.12%,7.15,0.00%,0.00%
DWAS,Invesco DWA SmallCap Momentum ETF,Equity,"$251,965,208.00 ",0.25%,"19,458",$57.22 ,0.32%,No,No,0.89%,1.19%,24.09%,42.29%,51.44%,"($74,230,957.50)","($2,812,607.50)","($2,811,632.50)","($51,781,533.50)","$28,035,311.00 ","($60,725,710.00)",Small Cap Growth Equities,2012-07-19,0.60%,Charles Schwab,$0.08 ,2019-12-23,$0.06 ,0.13%,57.93,1.16,201,14.14%,35%,15%,1099,$56.04 ,$57.73 ,$57.04 ,$57.40 ,64.56,C,A-,B-,N/A,C,C+,C+,3.33,10.18%,10.34%,70.81,2.06%,3.74%
QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Equity,"$251,432,584.00 ",2.91%,"32,525",$56.50 ,-0.19%,No,No,1.22%,3.83%,32.28%,61.21%,90.34%,"$5,544,325.50 ",$0.00 ,"$5,544,325.50 ","$38,119,227.50 ","$214,239,507.90 ","$249,316,779.90 ",Large Cap Growth Equities,2012-03-21,0.35%,Charles Schwab,$0.40 ,2019-12-23,$0.13 ,0.71%,24.7,1.17,104,10.97%,35%,15%,1099,$54.02 ,$56.74 ,$56.32 ,$56.72 ,71.32,B-,B-,B+,B-,C+,C+,B,4.61,10.21%,28.37%,97.25,3.01%,9.31%
PICK,iShares MSCI Global Select Metals & Mining Producers ETF,Equity,"$250,507,572.00 ",-0.08%,"86,623",$29.70 ,-1.10%,No,No,-0.02%,-0.10%,11.13%,18.71%,32.25%,$0.00 ,$0.00 ,$0.00 ,"($70,871,800.00)","($6,060,626.00)","$48,372,261.00 ",Materials,2012-01-31,0.39%,Fidelity,$1.64 ,2019-12-30,$0.05 ,5.46%,9.46,1.29,207,45.00%,35%,15%,1099,$29.31 ,$30.05 ,$29.65 ,$29.82 ,58.84,A-,A-,A,B,B,B-,A,3.96,21.74%,17.95%,810.9,30.62%,0.88%
ECON,Columbia Emerging Markets Consumer ETF,Equity,"$249,790,144.00 ",3.24%,"27,456",$24.24 ,-0.41%,No,No,1.89%,4.08%,13.95%,9.38%,-0.09%,"($4,724,716.00)",$0.00 ,"($4,724,716.00)","($64,455,004.00)","($445,812,481.50)","($786,750,431.00)",Emerging Markets Equities,2010-09-14,0.59%,N/A,$0.39 ,2019-12-20,$0.39 ,1.61%,20.98,0.85,61,41.49%,35%,15%,1099,$23.01 ,$24.42 ,$24.19 ,$24.32 ,66.82,C,A,C,C+,B-,C,C+,4.21,36.69%,21.49%,59.63,4.48%,7.71%
BIZD,VanEck Vectors BDC Income ETF,Equity,"$247,861,592.00 ",1.07%,"102,447",$16.93 ,0.36%,No,No,0.83%,0.57%,20.26%,20.95%,50.32%,"($8,431,283.50)","($11,778,725.00)","$11,311,159.00 ","$38,502,801.00 ","$123,413,478.50 ","$198,455,584.50 ",Financials Equities,2013-02-11,9.62%,N/A,$1.53 ,2019-12-30,$0.37 ,9.06%,9.1,0.79,26,67.27%,35%,15%,1099,$16.71 ,$16.91 ,$16.86 ,$16.99 ,68.66,B-,B-,C,N/A,A-,A,C+,N/A,N/A,N/A,N/A,N/A,N/A
EDC,Direxion Daily Emerging Markets Bull 3X Shares,Equity,"$247,478,845.00 ",5.00%,"169,591",$93.87 ,-2.35%,No,3x,3.86%,7.06%,34.95%,57.55%,6.02%,"$4,520,551.00 ","$4,520,551.00 ","$8,839,673.50 ","($73,332,237.50)","$5,098,989.50 ","($47,954,690.83)",Leveraged Equities,2008-12-17,1.47%,N/A,$0.87 ,2019-12-23,$0.01 ,0.90%,13.4,2.84,2,100.00%,35%,15%,1099,$84.55 ,$96.51 ,$93.14 ,$95.05 ,62.87,B,A-,B,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JKJ,iShares Morningstar Small-Cap ETF,Equity,"$247,300,040.00 ",0.69%,"2,778",$190.11 ,0.31%,No,No,0.92%,1.24%,21.95%,25.57%,51.10%,$0.00 ,$0.00 ,$0.00 ,"($9,525,070.50)","($33,226,071.50)","($31,559,391.00)",Small Cap Blend Equities,2004-06-28,0.25%,N/A,$2.37 ,2019-12-16,$0.72 ,1.25%,19.85,1.09,256,8.08%,35%,15%,1099,$187.15 ,$190.00 ,$189.56 ,$190.66 ,65.04,C+,C+,B+,B-,A-,B-,C+,3.12,5.51%,8.20%,148.5,3.57%,5.72%
XSW,SPDR S&P Software & Services ETF,Equity,"$247,031,390.00 ",5.11%,"24,484",$106.81 ,0.66%,No,No,2.49%,5.85%,33.29%,89.29%,138.02%,"$1,042,703.10 ","$1,042,703.10 ","$18,127,190.90 ","$79,257,475.70 ","$126,596,416.70 ","$145,273,729.20 ",Technology Equities,2011-09-28,0.35%,N/A,$0.12 ,2019-12-23,$0.04 ,0.11%,24.93,1.14,166,7.34%,35%,15%,1099,$99.45 ,$106.72 ,$106.01 ,$107.65 ,71.62,A,C,A,A,A-,A,A,4.62,25.58%,28.69%,12.83,4.67%,3.08%
COWZ,Pacer US Cash Cows 100 ETF,Equity,"$245,910,410.00 ",0.11%,"33,931",$31.10 ,0.00%,No,No,0.66%,0.40%,15.12%,30.72%,N/A,"($4,631,595.00)","($4,631,595.00)","($3,156,260.00)","$49,645,880.00 ","$234,138,265.00 ","$234,138,265.00 ",All Cap Equities,2016-12-16,0.49%,N/A,$0.61 ,2019-12-24,$0.20 ,1.95%,12.82,1.24,102,21.12%,20%,39%,1099,$30.68 ,$31.37 ,$31.03 ,$31.22 ,58.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.63,54.50%,53.25%,418.99,4.06%,10.46%
UWT,VelocityShares 3x Long Crude Oil ETN,Commodity,"$243,244,017.00 ",-15.57%,"10,402,308",$11.98 ,-2.60%,No,3x,-11.39%,-14.43%,-6.63%,-52.72%,N/A,"$34,254,600.00 ","$23,575,750.00 ","($13,124,760.00)","($340,808,770.50)","($139,288,163.20)","($139,288,163.20)",Leveraged Commodities,2016-12-08,1.50%,N/A,$0.00 ,N/A,N/A,0.00%,0,4.19,1,100.00%,39%,20%,1099,$11.86 ,$15.85 ,$11.70 ,$12.19 ,42.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SDOW,ProShares UltraPro Short Dow30,Equity,"$243,207,194.00 ",-5.25%,"975,195",$36.08 ,-1.15%,Yes,3x,-3.01%,-7.86%,-46.47%,-76.66%,-89.24%,$0.00 ,$0.00 ,"$3,787,018.00 ","$182,929,986.56 ","$287,037,120.97 ","$371,083,046.18 ",Leveraged Equities,2010-02-09,0.95%,N/A,$0.83 ,2019-12-24,$0.14 ,2.27%,0,-2.74,30,54.01%,35%,15%,1099,$35.97 ,$39.33 ,$35.69 ,$36.55 ,34.03,A-,A,C+,A-,B,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
EPHE,iShares MSCI Philippines ETF,Equity,"$239,099,387.00 ",-1.92%,"184,566",$33.66 ,-1.12%,No,No,-1.64%,-1.32%,-1.91%,-0.30%,-12.79%,$0.00 ,$0.00 ,$0.00 ,"$21,501,593.50 ","$96,740,503.00 ","($110,296,439.50)",Asia Pacific Equities,2010-09-28,0.59%,N/A,$0.27 ,2019-12-16,$0.03 ,0.78%,18.38,0.47,40,67.43%,35%,15%,1099,$33.70 ,$34.54 ,$33.54 ,$33.79 ,42.94,B,A-,B,B-,B+,C,C+,2.05,0.67%,2.57%,385.67,2.46%,2.25%
USVM,VictoryShares USAA MSCI USA Small Cap Value Momentum ETF,Equity,"$238,152,512.00 ",1.00%,"41,347",$54.72 ,0.35%,No,No,1.46%,1.45%,15.49%,N/A,N/A,$0.00 ,$0.00 ,"$2,712,375.50 ","$134,863,840.50 ","$217,836,416.00 ","$217,836,416.00 ",Small Cap Blend Equities,2017-10-24,0.25%,N/A,$0.96 ,2019-12-30,$0.21 ,1.76%,24.66,1.03,507,5.46%,39%,20%,1099,$53.63 ,$54.57 ,$54.57 ,$54.89 ,68.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.14,5.81%,8.32%,157.72,3.44%,4.50%
